STATION ID,TIME,EIGHT WEEK AHEAD,FIVE WEEKS AHEADTWO WEEKS AHEAD,TEN DAYS AHEAD,ONE WEEK AHEAD,THREE DAYS AHEAD,ONE DAY AHEAD,FOUR AHEAD,THREE AHEAD,TWO AHEAD,ONE AHEAD,AVAILABLE BIKES,TARGET
21,2020-03-21 12:20:02,23,26,29,22,7,14,13,6,7,7,7,7,8
21,2020-03-21 12:25:02,24,27,29,21,7,15,13,7,7,7,7,7,7
21,2020-03-21 12:30:02,23,27,29,21,7,15,13,7,7,7,7,8,7
21,2020-03-21 12:35:02,23,14,29,23,6,15,13,7,7,7,7,7,6
21,2020-03-21 12:40:02,23,14,29,24,7,15,13,7,7,7,8,7,6
21,2020-03-21 12:45:02,22,9,29,24,7,15,13,7,7,7,7,6,5
21,2020-03-21 12:50:02,22,9,29,26,7,15,13,7,7,8,7,6,5
21,2020-03-21 12:55:02,22,9,29,28,8,15,13,7,7,7,6,5,5
21,2020-03-21 13:00:02,23,9,29,30,8,15,12,7,8,7,6,5,5
21,2020-03-21 13:05:03,25,9,29,30,8,7,12,7,7,6,5,5,5
21,2020-03-21 13:10:03,26,8,29,30,8,7,13,8,7,6,5,5,5
21,2020-03-21 13:15:02,26,8,29,27,7,7,13,7,6,5,5,5,5
21,2020-03-21 13:20:02,26,8,28,21,7,7,13,7,6,5,5,5,5
21,2020-03-21 13:25:02,26,9,28,20,8,6,13,6,5,5,5,5,5
21,2020-03-21 13:30:02,26,10,28,20,8,6,16,6,5,5,5,5,5
21,2020-03-21 13:35:02,24,10,27,20,8,6,16,5,5,5,5,5,5
21,2020-03-21 13:40:02,26,8,29,19,8,6,16,5,5,5,5,5,6
21,2020-03-21 13:45:03,26,7,27,19,8,6,15,5,5,5,5,5,6
21,2020-03-21 13:50:02,26,10,27,18,7,6,15,5,5,5,5,6,6
21,2020-03-21 13:55:02,24,11,27,18,7,6,13,5,5,5,5,6,6
21,2020-03-21 14:00:02,25,11,27,17,7,6,13,5,5,5,6,6,6
21,2020-03-21 14:05:02,26,11,27,16,7,6,13,5,5,5,6,6,6
21,2020-03-21 14:10:02,26,10,27,17,7,6,12,5,5,6,6,6,6
21,2020-03-21 14:15:02,29,9,27,17,7,6,11,5,5,6,6,6,7
21,2020-03-21 14:20:02,29,10,29,17,7,6,11,5,6,6,6,6,7
21,2020-03-21 14:25:02,29,10,30,17,7,6,10,5,6,6,6,7,7
21,2020-03-21 14:30:02,30,11,30,17,8,6,9,6,6,6,6,7,7
21,2020-03-21 14:35:02,30,11,30,17,9,6,9,6,6,6,7,7,6
21,2020-03-21 14:40:02,28,11,30,17,9,6,6,6,6,6,7,7,6
21,2020-03-21 14:45:27,27,11,29,17,9,6,6,6,6,7,7,6,6
21,2020-03-21 14:50:02,27,11,28,17,9,7,5,6,6,7,7,6,6
21,2020-03-21 14:55:02,27,11,28,17,9,7,5,6,7,7,6,6,7
21,2020-03-21 15:00:02,29,10,28,17,9,7,5,6,7,7,6,6,7
21,2020-03-21 15:05:02,30,10,28,17,8,8,4,7,7,6,6,7,7
21,2020-03-21 15:10:02,30,10,27,17,8,8,4,7,7,6,6,7,7
21,2020-03-21 15:15:02,29,10,28,17,8,8,4,7,6,6,7,7,7
21,2020-03-21 15:20:02,29,10,28,16,8,9,4,7,6,6,7,7,7
21,2020-03-21 15:25:02,29,9,28,16,8,9,4,6,6,7,7,7,7
21,2020-03-21 15:30:02,29,9,29,16,10,9,4,6,6,7,7,7,8
21,2020-03-21 15:35:02,30,9,29,16,10,9,4,6,7,7,7,7,8
21,2020-03-21 15:40:02,30,9,29,18,10,9,4,6,7,7,7,8,7
21,2020-03-21 15:45:02,30,9,29,18,10,8,4,7,7,7,7,8,6
21,2020-03-21 15:50:03,30,9,29,18,10,8,4,7,7,7,8,7,6
21,2020-03-21 15:55:02,30,9,29,19,11,7,4,7,7,7,8,6,5
21,2020-03-21 16:00:02,28,9,29,20,12,7,4,7,7,8,7,6,5
21,2020-03-21 16:05:02,28,9,29,20,12,7,4,7,7,8,6,5,5
21,2020-03-21 16:10:02,28,9,29,20,13,7,4,7,8,7,6,5,5
21,2020-03-21 16:15:02,29,8,29,20,13,6,5,7,8,6,5,5,5
21,2020-03-21 16:20:02,29,8,28,21,14,6,5,8,7,6,5,5,5
21,2020-03-21 16:25:02,30,8,28,22,14,6,5,8,6,5,5,5,5
21,2020-03-21 16:30:02,30,8,29,21,14,6,5,7,6,5,5,5,5
21,2020-03-21 16:35:02,29,8,29,19,14,7,5,6,5,5,5,5,5
21,2020-03-21 16:40:02,29,7,29,20,14,7,5,6,5,5,5,5,6
21,2020-03-21 16:45:02,29,8,29,20,14,7,5,5,5,5,5,5,6
21,2020-03-21 16:50:02,29,8,29,20,14,7,5,5,5,5,5,6,6
21,2020-03-21 16:55:02,29,8,30,20,14,6,5,5,5,5,5,6,6
21,2020-03-21 17:00:02,28,8,30,20,14,6,5,5,5,5,6,6,6
21,2020-03-21 17:05:02,27,8,30,20,14,6,5,5,5,5,6,6,6
21,2020-03-21 17:10:02,27,8,30,21,14,6,5,5,5,6,6,6,6
21,2020-03-21 17:15:02,27,10,29,18,13,6,4,5,5,6,6,6,6
21,2020-03-21 17:20:02,25,10,29,20,13,6,4,5,6,6,6,6,6
21,2020-03-21 17:25:02,23,10,29,19,13,6,5,5,6,6,6,6,6
21,2020-03-21 17:30:02,23,9,29,19,13,6,6,6,6,6,6,6,6
21,2020-03-21 17:35:02,22,9,29,19,13,6,6,6,6,6,6,6,5
21,2020-03-21 17:40:02,21,8,29,19,13,6,6,6,6,6,6,6,5
21,2020-03-21 17:45:02,21,8,29,19,13,6,6,6,6,6,6,5,4
21,2020-03-21 17:50:02,22,8,29,19,12,6,6,6,6,6,6,5,4
21,2020-03-21 17:55:02,20,8,29,20,12,5,5,6,6,6,5,4,4
21,2020-03-21 18:00:02,20,8,29,19,12,5,5,6,6,6,5,4,5
21,2020-03-21 18:05:02,20,8,29,19,12,5,5,6,6,5,4,4,5
21,2020-03-21 18:10:02,18,8,28,18,12,5,5,6,6,5,4,5,5
21,2020-03-21 18:15:02,18,8,28,18,13,5,5,6,5,4,4,5,5
21,2020-03-21 18:20:02,17,8,26,18,13,4,5,6,5,4,5,5,5
21,2020-03-21 18:25:02,17,8,26,15,13,5,5,5,4,4,5,5,5
21,2020-03-21 18:30:02,16,8,25,15,13,5,5,5,4,5,5,5,5
21,2020-03-21 18:35:02,17,8,25,15,13,5,4,4,4,5,5,5,5
21,2020-03-21 18:40:02,16,8,25,15,13,5,4,4,5,5,5,5,5
21,2020-03-21 18:45:02,16,8,24,13,13,5,4,4,5,5,5,5,5
21,2020-03-21 18:50:02,14,8,24,14,12,6,4,5,5,5,5,5,5
21,2020-03-21 18:55:02,14,8,23,14,12,6,4,5,5,5,5,5,5
21,2020-03-21 19:00:02,14,8,23,13,12,7,4,5,5,5,5,5,5
21,2020-03-21 19:05:02,14,9,23,12,12,7,4,5,5,5,5,5,5
21,2020-03-21 19:10:02,15,9,23,10,12,7,4,5,5,5,5,5,5
21,2020-03-21 19:15:02,15,8,23,10,12,7,4,5,5,5,5,5,5
21,2020-03-21 19:20:02,15,8,23,10,12,6,4,5,5,5,5,5,5
21,2020-03-21 19:25:02,14,8,23,10,12,6,4,5,5,5,5,5,5
21,2020-03-21 19:30:02,13,7,23,10,11,6,3,5,5,5,5,5,5
21,2020-03-21 19:35:02,13,7,22,11,11,6,3,5,5,5,5,5,5
21,2020-03-21 19:40:02,13,7,22,11,11,6,3,5,5,5,5,5,5
21,2020-03-21 19:45:02,15,7,22,10,11,6,3,5,5,5,5,5,5
21,2020-03-21 19:50:02,15,7,21,10,10,5,2,5,5,5,5,5,5
21,2020-03-21 19:55:02,15,7,21,9,10,5,2,5,5,5,5,5,5
21,2020-03-21 20:00:02,14,6,21,10,10,4,2,5,5,5,5,5,5
21,2020-03-21 20:05:02,14,6,21,10,10,4,2,5,5,5,5,5,5
21,2020-03-21 20:10:02,13,6,21,10,10,4,2,5,5,5,5,5,5
21,2020-03-21 20:15:02,9,5,21,10,10,4,2,5,5,5,5,5,5
21,2020-03-21 20:20:02,8,6,21,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:25:02,9,6,22,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:30:02,9,6,22,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:35:02,10,7,22,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:40:02,10,7,21,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:45:02,10,7,21,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:50:02,10,7,21,10,12,4,2,5,5,5,5,5,5
21,2020-03-21 20:55:02,10,6,21,10,12,4,2,5,5,5,5,5,4
21,2020-03-21 21:00:02,10,6,21,9,12,4,2,5,5,5,5,5,4
21,2020-03-21 21:05:02,10,7,21,9,12,4,2,5,5,5,5,4,4
21,2020-03-21 21:10:02,10,7,21,9,12,4,2,5,5,5,5,4,4
21,2020-03-21 21:15:02,10,7,21,9,12,4,2,5,5,5,4,4,4
21,2020-03-21 21:20:02,10,7,21,9,12,4,2,5,5,5,4,4,4
21,2020-03-23 13:40:02,19,20,23,27,18,16,2,11,11,11,11,10,9
21,2020-03-23 13:45:02,18,20,21,27,18,15,2,11,11,11,11,9,9
21,2020-03-23 13:50:02,21,20,21,26,16,15,2,11,11,11,10,9,9
21,2020-03-23 13:55:02,22,20,21,26,16,13,2,11,11,11,9,9,9
21,2020-03-23 14:00:02,23,20,21,27,16,13,2,11,11,10,9,9,9
21,2020-03-23 14:05:02,23,20,20,27,16,13,2,11,11,9,9,9,9
21,2020-03-23 14:10:02,23,19,20,28,16,12,3,11,10,9,9,9,9
21,2020-03-23 14:15:02,23,21,20,27,16,11,3,11,9,9,9,9,9
21,2020-03-23 14:20:02,23,23,19,27,16,11,3,10,9,9,9,9,9
21,2020-03-23 14:25:02,23,25,19,28,17,10,3,9,9,9,9,9,9
21,2020-03-23 14:30:02,23,24,20,26,17,9,3,9,9,9,9,9,9
21,2020-03-23 14:35:02,23,25,20,27,16,9,3,9,9,9,9,9,9
21,2020-03-23 14:40:02,22,25,23,30,15,6,3,9,9,9,9,9,9
21,2020-03-23 14:45:02,22,25,23,30,15,6,3,9,9,9,9,9,9
21,2020-03-23 14:50:02,22,25,23,30,15,5,3,9,9,9,9,9,9
21,2020-03-23 14:55:02,21,25,23,26,15,5,3,9,9,9,9,9,9
21,2020-03-23 15:00:02,21,26,23,20,15,5,3,9,9,9,9,9,10
21,2020-03-23 15:05:02,21,27,23,20,15,4,3,9,9,9,9,9,10
21,2020-03-23 15:10:02,19,28,23,21,15,4,4,9,9,9,9,10,10
21,2020-03-23 15:15:02,19,29,22,21,15,4,4,9,9,9,9,10,9
21,2020-03-23 15:20:02,19,30,22,21,15,4,4,9,9,9,10,10,10
21,2020-03-23 15:25:02,9,30,22,21,16,4,4,9,9,9,10,9,10
21,2020-03-23 15:30:02,11,30,26,20,16,4,5,9,9,10,10,10,10
21,2020-03-23 15:35:02,11,30,26,20,16,4,5,9,9,10,9,10,10
21,2020-03-23 15:40:02,8,30,25,20,16,4,5,9,10,10,10,10,11
21,2020-03-23 15:45:02,7,30,25,20,16,4,4,9,10,9,10,10,12
21,2020-03-23 15:50:02,13,30,24,20,16,4,4,10,10,10,10,11,12
21,2020-03-23 15:55:02,13,29,24,20,16,4,4,10,9,10,10,12,12
21,2020-03-23 16:00:02,13,29,24,20,17,4,4,10,10,10,11,12,12
21,2020-03-23 16:05:02,14,30,25,20,17,4,4,9,10,10,12,12,12
21,2020-03-23 16:10:02,16,29,26,20,17,4,5,10,10,11,12,12,12
21,2020-03-23 16:15:02,16,29,27,20,17,5,5,10,10,12,12,12,12
21,2020-03-23 16:20:02,16,29,28,20,17,5,5,10,11,12,12,12,11
21,2020-03-23 16:25:02,18,28,27,16,16,5,6,10,12,12,12,12,11
21,2020-03-23 16:30:02,18,26,28,15,16,5,6,11,12,12,12,11,12
21,2020-03-23 16:35:02,20,26,28,15,16,5,6,12,12,12,12,11,12
21,2020-03-23 16:40:02,19,26,28,16,16,5,6,12,12,12,11,12,12
21,2020-03-23 16:45:02,16,24,30,16,16,5,6,12,12,12,11,12,14
21,2020-03-23 16:50:02,12,24,30,16,16,5,6,12,12,11,12,12,15
21,2020-03-23 16:55:02,12,22,27,15,16,5,6,12,12,11,12,14,14
21,2020-03-23 17:00:02,13,23,28,13,15,5,6,12,11,12,12,15,12
21,2020-03-23 17:05:02,13,23,28,14,15,5,6,12,11,12,14,14,12
21,2020-03-23 17:10:02,14,23,28,15,15,5,6,11,12,12,15,12,12
21,2020-03-23 17:15:02,13,22,26,16,15,4,6,11,12,14,14,12,12
21,2020-03-23 17:20:02,11,22,27,16,15,4,6,12,12,15,12,12,13
21,2020-03-23 17:25:02,13,22,27,16,15,5,6,12,14,14,12,12,13
21,2020-03-23 17:30:02,15,23,28,15,16,6,6,12,15,12,12,13,13
21,2020-03-23 17:35:02,15,24,27,15,16,6,6,14,14,12,12,13,12
21,2020-03-23 17:40:02,17,20,25,15,16,6,6,15,12,12,13,13,12
21,2020-03-23 17:45:02,12,20,25,14,14,6,6,14,12,12,13,12,12
21,2020-03-23 17:50:02,14,21,24,11,12,6,6,12,12,13,13,12,12
21,2020-03-23 17:55:02,11,21,25,11,12,5,6,12,12,13,12,12,12
21,2020-03-23 18:00:02,10,21,26,10,6,5,6,12,13,13,12,12,12
21,2020-03-23 18:05:02,7,19,26,10,6,5,6,12,13,12,12,12,12
21,2020-03-23 18:10:03,8,18,24,9,6,5,6,13,13,12,12,12,12
21,2020-03-23 18:15:03,6,16,22,9,6,5,6,13,12,12,12,12,12
21,2020-03-23 18:20:02,4,15,22,9,5,5,6,13,12,12,12,12,12
21,2020-03-23 18:25:02,2,17,20,6,5,5,6,12,12,12,12,12,12
21,2020-03-23 18:30:02,2,17,20,6,5,5,6,12,12,12,12,12,12
21,2020-03-23 18:35:02,0,17,19,6,5,4,6,12,12,12,12,12,12
21,2020-03-23 18:40:02,0,17,18,6,5,4,6,12,12,12,12,12,12
21,2020-03-23 18:45:02,0,17,18,7,5,4,6,12,12,12,12,12,12
21,2020-03-23 18:50:02,1,17,17,7,5,4,6,12,12,12,12,12,10
21,2020-03-23 18:55:02,2,17,17,7,5,4,6,12,12,12,12,12,10
21,2020-03-23 19:00:02,2,17,17,7,5,4,6,12,12,12,12,10,10
21,2020-03-23 19:05:02,5,24,17,6,5,4,6,12,12,12,12,10,9
21,2020-03-23 19:10:02,5,23,16,6,5,4,6,12,12,12,10,10,9
21,2020-03-23 19:15:02,5,23,18,5,5,4,6,12,12,12,10,9,9
21,2020-03-23 19:20:02,5,21,16,5,5,4,6,12,12,10,10,9,8
21,2020-03-23 19:25:02,4,21,15,4,5,4,6,12,12,10,9,9,8
21,2020-03-23 19:30:02,7,20,16,4,4,3,6,12,10,10,9,8,8
21,2020-03-23 19:35:02,8,21,14,4,4,3,6,12,10,9,9,8,8
21,2020-03-23 19:40:02,7,22,12,4,4,3,6,10,10,9,8,8,8
21,2020-03-23 19:45:02,5,21,12,4,4,3,6,10,9,9,8,8,8
21,2020-03-23 19:50:02,3,22,12,6,4,2,6,10,9,8,8,8,8
21,2020-03-23 19:55:02,3,22,11,7,4,2,6,9,9,8,8,8,8
21,2020-03-23 20:00:02,3,22,11,7,4,2,6,9,8,8,8,8,8
21,2020-03-23 20:05:02,2,23,11,7,4,2,6,9,8,8,8,8,8
21,2020-03-23 20:10:02,0,23,11,6,4,2,6,8,8,8,8,8,8
21,2020-03-23 20:15:02,0,23,11,6,4,2,6,8,8,8,8,8,8
21,2020-03-23 20:20:02,0,21,11,6,4,2,6,8,8,8,8,8,8
21,2020-03-23 20:25:02,0,22,12,6,4,2,6,8,8,8,8,8,8
21,2020-03-23 20:30:02,0,21,12,4,4,2,6,8,8,8,8,8,8
21,2020-03-24 05:55:02,1,7,4,1,1,2,8,8,8,8,8,8,8
21,2020-03-24 06:00:02,1,5,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:05:02,1,4,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:10:02,1,4,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:15:02,2,3,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:20:02,2,3,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:25:02,2,3,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:30:02,2,2,4,1,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:35:02,0,2,4,2,2,2,8,8,8,8,8,8,8
21,2020-03-24 06:40:02,0,1,4,2,2,3,8,8,8,8,8,8,8
21,2020-03-24 06:45:02,0,1,4,2,2,3,8,8,8,8,8,8,8
21,2020-03-24 06:50:02,0,2,4,2,2,4,8,8,8,8,8,8,9
21,2020-03-24 06:55:02,1,2,4,2,2,4,9,8,8,8,8,8,9
21,2020-03-24 07:00:02,4,4,5,2,2,4,9,8,8,8,8,9,9
21,2020-03-24 07:05:02,4,5,6,2,2,4,9,8,8,8,8,9,9
21,2020-03-24 07:10:02,5,6,6,2,2,4,9,8,8,8,9,9,10
21,2020-03-24 07:15:02,5,6,5,2,2,4,9,8,8,8,9,9,10
21,2020-03-24 07:20:02,5,6,4,2,2,4,9,8,8,9,9,10,10
21,2020-03-24 07:25:02,4,6,4,2,2,4,9,8,8,9,9,10,10
21,2020-03-24 07:30:02,4,6,3,2,2,4,9,8,9,9,10,10,10
21,2020-03-24 07:35:02,5,6,3,2,2,4,9,8,9,9,10,10,10
21,2020-03-24 07:40:02,6,6,2,2,2,4,9,9,9,10,10,10,11
21,2020-03-24 07:45:02,5,5,0,2,2,4,9,9,9,10,10,10,12
21,2020-03-24 07:50:02,5,5,0,2,2,4,9,9,10,10,10,11,12
21,2020-03-24 07:55:02,5,5,0,2,2,4,9,9,10,10,10,12,14
21,2020-03-24 08:00:02,3,5,1,2,2,5,9,10,10,10,11,12,14
21,2020-03-24 08:05:02,3,5,1,2,2,5,9,10,10,10,12,14,15
21,2020-03-24 08:10:02,4,6,0,2,2,5,9,10,10,11,12,14,15
21,2020-03-24 08:15:02,4,6,1,2,2,5,10,10,10,12,14,15,15
21,2020-03-24 08:20:02,9,6,2,2,2,5,11,10,11,12,14,15,15
21,2020-03-24 08:25:02,10,7,3,2,2,5,11,10,12,14,15,15,15
21,2020-03-24 08:30:02,10,9,4,3,2,5,11,11,12,14,15,15,15
21,2020-03-24 08:35:02,12,9,6,3,2,5,11,12,14,15,15,15,15
21,2020-03-24 08:40:02,13,9,6,3,2,5,11,12,14,15,15,15,15
21,2020-03-24 08:45:02,16,8,5,3,2,5,11,14,15,15,15,15,15
21,2020-03-24 08:50:02,17,14,6,3,2,5,12,14,15,15,15,15,14
21,2020-03-24 08:55:02,18,15,8,4,2,5,12,15,15,15,15,15,14
21,2020-03-24 09:00:02,19,16,12,4,2,5,12,15,15,15,15,14,15
21,2020-03-24 09:05:02,20,15,12,4,2,5,11,15,15,15,15,14,15
21,2020-03-24 09:10:02,20,20,13,4,2,5,12,15,15,15,14,15,15
21,2020-03-24 09:15:02,20,21,14,4,2,5,12,15,15,15,14,15,15
21,2020-03-24 09:20:02,18,21,19,4,2,5,13,15,15,14,15,15,15
21,2020-03-24 09:25:02,23,23,19,5,2,5,13,15,15,14,15,15,16
21,2020-03-24 09:30:02,24,25,20,5,2,5,15,15,14,15,15,15,16
21,2020-03-24 09:35:02,24,24,21,5,2,5,15,15,14,15,15,16,16
21,2020-03-24 09:40:02,24,24,21,5,2,5,15,14,15,15,15,16,16
21,2020-03-24 09:45:02,21,24,22,5,2,6,8,14,15,15,16,16,16
21,2020-03-24 09:50:02,24,25,22,5,2,6,8,15,15,15,16,16,16
21,2020-03-24 09:55:02,26,25,20,5,2,6,9,15,15,16,16,16,16
21,2020-03-24 10:00:02,27,27,22,5,2,6,10,15,15,16,16,16,16
21,2020-03-24 10:05:02,28,28,21,5,2,6,10,15,16,16,16,16,16
21,2020-03-24 10:10:02,28,28,23,4,2,6,10,15,16,16,16,16,16
21,2020-03-24 10:15:02,28,28,23,4,2,6,10,16,16,16,16,16,16
21,2020-03-24 10:20:02,27,28,24,4,2,6,11,16,16,16,16,16,16
21,2020-03-24 10:25:02,30,28,24,4,2,6,11,16,16,16,16,16,16
21,2020-03-24 10:30:02,30,29,24,4,2,6,10,16,16,16,16,16,17
21,2020-03-24 10:35:02,30,29,24,4,2,6,10,16,16,16,16,16,17
21,2020-03-24 10:40:02,30,29,24,4,2,6,9,16,16,16,16,17,17
21,2020-03-24 10:45:02,30,30,24,4,2,6,9,16,16,16,16,17,17
21,2020-03-24 10:50:02,30,29,24,4,2,6,9,16,16,16,17,17,17
21,2020-03-24 10:55:02,30,29,30,4,2,6,9,16,16,16,17,17,17
21,2020-03-24 11:00:02,14,30,30,4,2,6,9,16,16,17,17,17,17
21,2020-03-24 11:05:02,14,30,30,6,2,6,9,16,16,17,17,17,10
21,2020-03-24 11:10:02,15,30,30,6,2,6,9,16,17,17,17,17,10
21,2020-03-24 11:15:02,16,30,30,7,2,6,9,16,17,17,17,10,8
21,2020-03-24 11:20:02,16,30,30,7,2,6,9,17,17,17,17,10,8
21,2020-03-24 11:25:02,16,30,30,7,2,6,9,17,17,17,10,8,8
21,2020-03-24 11:30:02,15,30,29,7,3,6,9,17,17,17,10,8,8
21,2020-03-24 11:35:02,15,30,29,7,3,6,9,17,17,10,8,8,8
21,2020-03-24 11:40:02,16,29,29,7,3,6,9,17,17,10,8,8,8
21,2020-03-24 11:45:02,16,29,29,7,3,7,9,17,10,8,8,8,8
21,2020-03-24 11:50:02,18,29,29,7,2,7,9,17,10,8,8,8,8
21,2020-03-24 11:55:02,19,30,29,7,2,7,9,10,8,8,8,8,7
21,2020-03-24 12:00:02,20,30,30,7,2,7,9,10,8,8,8,8,7
21,2020-03-24 12:05:02,20,30,29,7,2,7,9,8,8,8,8,7,7
21,2020-03-24 12:10:02,20,30,30,7,2,7,9,8,8,8,8,7,7
21,2020-03-24 12:15:02,21,30,30,7,2,7,9,8,8,8,7,7,7
21,2020-03-24 12:20:02,21,30,30,7,2,7,9,8,8,8,7,7,7
21,2020-03-24 12:25:02,22,13,30,7,1,7,10,8,8,7,7,7,7
21,2020-03-24 12:30:02,21,13,30,7,1,8,10,8,8,7,7,7,7
21,2020-03-24 12:35:02,23,11,30,6,1,7,10,8,7,7,7,7,7
21,2020-03-24 12:40:02,23,11,30,7,1,7,10,8,7,7,7,7,7
21,2020-03-24 12:45:02,22,12,30,7,1,6,10,7,7,7,7,7,7
21,2020-03-24 12:50:02,24,13,30,7,1,6,10,7,7,7,7,7,8
21,2020-03-24 12:55:02,23,16,30,8,1,5,11,7,7,7,7,7,8
21,2020-03-24 13:00:02,23,15,30,8,2,5,11,7,7,7,7,8,9
21,2020-03-24 13:05:02,25,14,22,8,3,5,11,7,7,7,7,8,9
21,2020-03-24 13:10:02,25,16,22,8,3,5,11,7,7,7,8,9,9
21,2020-03-24 13:15:02,24,16,22,7,3,5,11,7,7,7,8,9,9
21,2020-03-24 13:20:02,16,13,24,7,3,5,11,7,7,8,9,9,9
21,2020-03-24 13:25:02,15,12,24,8,3,5,11,7,7,8,9,9,9
21,2020-03-24 13:30:02,16,10,24,8,3,5,11,7,8,9,9,9,9
21,2020-03-24 13:35:02,18,10,24,8,3,5,11,7,8,9,9,9,9
21,2020-03-24 13:40:02,17,10,24,8,5,5,10,8,9,9,9,9,10
21,2020-03-24 13:45:02,16,11,23,8,5,5,9,8,9,9,9,9,10
21,2020-03-24 13:50:02,16,12,22,7,5,6,9,9,9,9,9,10,10
21,2020-03-24 13:55:02,16,14,22,7,5,6,9,9,9,9,9,10,10
21,2020-03-24 14:00:02,16,15,21,7,5,6,9,9,9,9,10,10,11
21,2020-03-24 14:05:02,20,15,22,7,5,6,9,9,9,9,10,10,11
21,2020-03-24 14:10:02,21,15,22,7,5,6,9,9,9,10,10,11,12
21,2020-03-24 14:15:02,22,15,21,7,5,6,9,9,9,10,10,11,11
21,2020-03-24 14:20:02,21,15,21,7,5,6,9,9,10,10,11,12,11
21,2020-03-24 14:25:02,20,15,23,7,5,7,9,9,10,10,11,11,11
21,2020-03-24 14:30:02,20,16,24,8,5,7,9,10,10,11,12,11,11
21,2020-03-24 14:35:02,19,17,24,9,5,7,9,10,10,11,11,11,11
21,2020-03-24 14:40:02,19,18,25,9,5,7,9,10,11,12,11,11,11
21,2020-03-24 14:45:02,18,17,24,9,5,6,9,10,11,11,11,11,11
21,2020-03-24 14:50:03,18,17,23,9,5,6,9,11,12,11,11,11,10
21,2020-03-24 14:55:03,18,18,25,9,5,6,9,11,11,11,11,11,10
21,2020-03-24 15:00:02,18,18,25,9,5,6,9,12,11,11,11,10,10
21,2020-03-24 15:05:02,18,17,25,8,6,7,9,11,11,11,11,10,10
21,2020-03-24 15:10:02,20,17,27,8,6,7,10,11,11,11,10,10,10
21,2020-03-24 15:15:02,20,18,29,8,6,7,10,11,11,11,10,10,10
21,2020-03-24 15:20:02,21,19,30,8,7,7,10,11,11,10,10,10,10
21,2020-03-24 15:25:02,22,19,29,8,7,7,9,11,11,10,10,10,10
21,2020-03-24 15:30:02,23,19,29,10,7,7,10,11,10,10,10,10,10
21,2020-03-24 15:35:02,24,19,27,10,7,7,10,11,10,10,10,10,9
21,2020-03-24 15:40:02,24,17,28,10,7,8,10,10,10,10,10,10,9
21,2020-03-24 15:45:02,24,18,28,10,7,8,10,10,10,10,10,9,9
21,2020-03-24 15:50:02,24,18,28,10,7,7,11,10,10,10,10,9,9
21,2020-03-24 15:55:02,25,17,28,11,7,6,12,10,10,10,9,9,9
21,2020-03-24 16:00:02,25,17,28,12,7,6,12,10,10,10,9,9,9
21,2020-03-24 16:05:03,25,18,28,12,7,5,12,10,10,9,9,9,9
21,2020-03-24 16:10:02,25,17,28,13,7,5,12,10,10,9,9,9,9
21,2020-03-24 16:15:02,25,18,26,13,7,5,12,10,9,9,9,9,9
21,2020-03-24 16:20:02,26,19,26,14,7,5,12,10,9,9,9,9,9
21,2020-03-24 16:25:02,16,19,27,14,6,5,12,9,9,9,9,9,9
21,2020-03-24 16:30:27,10,21,28,14,6,5,11,9,9,9,9,9,8
21,2020-03-24 16:35:02,11,21,28,14,6,5,11,9,9,9,9,9,8
21,2020-03-24 16:40:02,11,22,27,14,6,5,12,9,9,9,9,8,8
21,2020-03-24 16:45:02,11,22,28,14,7,5,12,9,9,9,9,8,8
21,2020-03-24 16:50:02,10,22,30,14,7,6,12,9,9,9,8,8,8
21,2020-03-24 16:55:02,8,20,26,14,6,6,14,9,9,9,8,8,8
21,2020-03-24 17:00:03,8,19,27,14,6,6,15,9,9,8,8,8,8
21,2020-03-24 17:05:02,10,10,27,14,5,6,14,9,9,8,8,8,8
21,2020-03-24 17:10:03,10,9,28,14,5,6,12,9,8,8,8,8,8
21,2020-03-24 17:15:02,10,6,28,13,5,6,12,9,8,8,8,8,8
21,2020-03-24 17:20:02,9,7,29,13,5,6,12,8,8,8,8,8,8
21,2020-03-24 17:25:02,9,7,30,13,5,6,12,8,8,8,8,8,8
21,2020-03-24 17:30:02,10,6,30,13,5,6,13,8,8,8,8,8,7
21,2020-03-24 17:35:02,9,8,30,13,6,6,13,8,8,8,8,8,8
21,2020-03-24 17:40:02,10,4,30,13,6,6,13,8,8,8,8,7,8
21,2020-03-24 17:45:02,5,0,26,13,6,5,12,8,8,8,8,8,8
21,2020-03-24 17:50:02,5,0,26,12,6,5,12,8,8,8,7,8,7
21,2020-03-24 17:55:02,4,0,25,12,6,4,12,8,8,8,8,8,7
